코드,제형,주성분명칭,분류번호,투여,함량,단위
108604ASY,SY,ampicillin sodium,618,내복,33.3,mg
108701BIJ,IJ,amrinone,219,주사,100,mg
108702BIJ,IJ,amrinone,211,주사,5,mg
108730BIJ,IJ,amrinone,211,주사,0.1,g(5mg/mL)
108801BIJ,IJ,amsacrine,617,주사,75,mg
108901BIJ,IJ,amytal sodium,117,주사,500,mg
109001ATB,TB,anastrozole,421,내복,1,mg
109101COO,OO,anhydrous liquid lanolin,131,외용,30,mg
109130COO,OO,anhydrous liquid lanolin,131,외용,0.105,g(30mg/g)
109201BIJ,IJ,anti-inhibitor coagulant complex,634,주사,500,I.U
109202BIJ,IJ,anti-inhibitor coagulant complex,634,주사,1,KI.U
109203BIJ,IJ,anti-inhibitor coagulant complex,634,주사,2.5,KI.U
109301BIJ,IJ,freeze-dried concentrated human antithrombin III,634,주사,500,I.U
109401BIJ,IJ,antithymocyte globulin(equine),142,주사,250,mg
109501BIJ,IJ,antivenin agkistrodon halys,633,주사,6,KI.U
109601COS,OS,apraclonidine(HCl),131,외용,5,mg
109602COS,OS,apraclonidine hcl,131,외용,11.5,mg
109630COS,OS,apraclonidine hydrochloride (as apraclonidine),131,외용,25,mg(5mg/mL)
109701BIJ,IJ,aprotinin,219,주사,10,만I.U
109702BIJ,IJ,aprotinin,219,주사,50,만iu
109731BIJ,IJ,aprotinin,219,주사,500,KI.U(50KI.U/mL)
109801BIJ,IJ,arginine esterase,219,주사,0.25,g
109901ALQ,LQ,sodium alginate,332,내복,50,mg
109903ATB,TB,sodium alginate,332,내복,0.25,g
109930ALQ,LQ,sodium alginate,232,내복,0.75,g(50mg/mL)
109931ALQ,LQ,sodium alginate,232,내복,1,g(50mg/mL)
109932ALQ,LQ,sodium alginate,232,내복,1.25,g(50mg/mL)
109933ALQ,LQ,sodium alginate,232,내복,10,g(50mg/mL)
109934ALQ,LQ,sodium alginate,232,내복,21,g(50mg/mL)
109935ALQ,LQ,sodium alginate,232,내복,30,g(50mg/mL)
109936ALQ,LQ,sodium alginate,232,내복,0.5,g(50mg/mL)
109937ALQ,LQ,sodium alginate,232,내복,1.5,g(50mg/mL)
109938ALQ,LQ,sodium alginate,232,내복,1.1,g(50mg/mL)
110001ACH,CH,arginine thiazolidine carboxylate,391,내복,0.4,g
110001ACS,CS,arginine thiazolidine carboxylate,391,내복,0.4,g
110001ATB,TB,arginine thiazolidine carboxylate,391,내복,0.4,g
110002BIJ,IJ,arginine thiazolidine carboxylate,391,주사,200,mg
110101ACS,CS,arginine tidiacicate,392,내복,0.2,g
110102ACS,CS,arginine tidiacicate,392,내복,0.1,g
110201ATB,TB,arotinolol hydrochloride,212,내복,10,mg
110202ATB,TB,arotinolol hydrochloride,212,내복,5,mg
110301ACH,CH,artichokes conc.,236,내복,250,mg
110301ACS,CS,artichokes conc.,236,내복,250,mg
110302ACS,CS,artichokes conc.,236,내복,400,mg
110303ASY,SY,artichokes conc.,236,내복,200,mg
110303ATB,TB,artichoke conc.,391,내복,200,mg
110401APD,PD,ascorbic acid,314,내복,1,g
110401ATB,TB,ascorbic acid,314,내복,1,g
110401BIJ,IJ,ascorbic acid,314,주사,1,g
110402APD,PD,ascorbic acid,314,내복,100,mg
110402ATB,TB,ascorbic acid,314,내복,100,mg
110402BIJ,IJ,ascorbic acid,314,주사,100,mg
110403ATB,TB,ascorbic acid,314,내복,250,mg
110403BIJ,IJ,ascorbic acid,314,주사,250,mg
110403CTB,TB,ascorbic acid,255,외용,0.25,g
110404ACH,CH,ascorbic acid,314,내복,500,mg
110404ACR,CR,ascorbic acid,314,내복,0.5,g
110404ATB,TB,ascorbic acid,314,내복,0.5,g
110404BIJ,IJ,ascorbic acid,314,주사,0.5,g
110405ATB,TB,ascorbic acid,314,내복,50,mg
110405BIJ,IJ,ascorbic acid,314,주사,50,mg
110406BIJ,IJ,ascorbic acid,314,주사,10,g
110407BIJ,IJ,ascorbic acid,314,주사,5,g
110408BIJ,IJ,ascorbic acid,314,주사,12.5,g
110409BIJ,IJ,ascorbic acid,314,주사,25,g
110410BIJ,IJ,ascorbic acid,314,주사,15,g
110411BIJ,IJ,ascorbicacid,314,주사,2.5,g
110412ATB,TB,ascorbic acid,314,내복,0.2,g
110412BIJ,IJ,ascorbic acid,314,주사,200,mg
110413BIJ,IJ,ascorbic acid,314,주사,2,g
110430BIJ,IJ,ascorbic acid,314,주사,0.1,g(50mg/mL)
110431BIJ,IJ,ascorbic acid,314,주사,0.5,g(0.25g/mL)
110432BIJ,IJ,ascorbic acid,314,주사,5,g(0.5g/mL)
110433BIJ,IJ,ascorbic acid,314,주사,10,g(0.5g/mL)
110434BIJ,IJ,ascorbic acid,314,주사,12.5,g(0.5g/mL)
110435BIJ,IJ,ascorbic acid,314,주사,25,g(0.5g/mL)
110436BIJ,IJ,ascorbic acid,314,주사,20,g(0.5g/mL)
110501BIJ,IJ,L-ornithine-L-aspartate,391,주사,0.5,g
110502BIJ,IJ,L-ornithine-L-aspartate,391,주사,5,g
110504BIJ,IJ,L-ornithine-L-aspartate,391,주사,0.1,g
110505ALQ,LQ,L-ornithine-L-aspartate,391,내복,3,g
110505APD,PD,L-ornithine-L-aspartate,391,내복,3,g
110530BIJ,IJ,L-ornithine-L-aspartate,391,주사,0.5,g(0.1g/mL)
110531BIJ,IJ,L-ornithine-L-aspartate,391,주사,5,g(0.5g/mL)
110601APD,PD,aspergillus ext.,233,내복,250,mg
110601ATB,TB,aspergillus ext.,233,내복,250,mg
110701ATB,TB,aspirin,114,내복,0.1,g
110701ATE,TE,aspirin,219,내복,0.1,g
110702ATB,TB,aspirin,114,내복,0.5,g
110703ATE,TE,aspirin,114,내복,650,mg
110704ATB,TB,aspirin,114,내복,0.3,g
110705ACE,CE,aspirin,219,내복,75,mg
110706ATB,TB,aspirin,114,내복,0.25,g
110801ATB,TB,aspirin(encapsulated),114,내복,0.1,g
110802ATB,TB,aspirin(encapsulated),114,내복,0.5,g
110901BIJ,IJ,aspirin lysine,114,주사,1.8,g
110902BIJ,IJ,aspirin lysine,114,주사,0.9,g
111001ACE,CE,aspirin(enteric coated) (as aspirin),219,내복,0.1,g
111001ACH,CH,aspirin(enteric coated),219,내복,100,mg
111001ATB,TB,aspirin(enteric coated) (as aspirin),219,내복,0.1,g
111001ATE,TE,aspirin(enteric coated) (as aspirin),219,내복,0.1,g
111002ATE,TE,aspirin(enteric coated) (as aspirin),219,내복,75,mg
111003ACE,CE,aspirin(enteric coated) (as aspirin),219,내복,81,mg
111003ATB,TB,aspirin(enteric coated),219,내복,81,mg
111003ATE,TE,aspirin(enteric coated) (as aspirin),219,내복,81,mg
111101BIJ,IJ,aspoxicillin,618,주사,1,g
111201ATB,TB,astemizole,141,내복,10,mg
111301BIJ,IJ,astromycin sulfate,618,주사,0.2,g
111401ATB,TB,atenolol,219,내복,0.1,g
111402ATB,TB,atenolol,219,내복,25,mg
111403ATB,TB,atenolol,219,내복,50,mg
111501ATB,TB,atorvastatin calcium (as atorvastatin),218,내복,10,mg
111502ATB,TB,atorvastatin calcium (as atorvastatin),218,내복,20,mg
111503ATB,TB,atorvastatin calcium (as atorvastatin),218,내복,40,mg
111504ATB,TB,atorvastatin calcium (as atorvastatin),218,내복,80,mg
111601BIJ,IJ,atracurium besylate,122,주사,25,mg
111602BIJ,IJ,atracurium besylate,122,주사,50,mg
111630BIJ,IJ,atracurium besylate,122,주사,25,mg(10mg/mL)
111701ATB,TB,atrican,641,내복,100,mg
111701CTB,TB,atrican,255,외용,100,mg
111801BIJ,IJ,atropine sulfate,124,주사,10,mg
111801COO,OO,atropine sulfate,131,외용,10,mg
111801COS,OS,atropine sulfate,131,외용,10,mg
111802BIJ,IJ,atropine sulfate,124,주사,500,㎍
111803ATB,TB,atropine sulfate,123,내복,0.4,mg
111804ATB,TB,atropine sulfate,124,내복,0.5,mg
111805BIJ,IJ,atropine sulfate,124,주사,1,mg
111806BIJ,IJ,atropine,124,주사,1.673,mg
111830BIJ,IJ,atropine sulfate,124,주사,0.5,mg(0.5mg/mL)
111831BIJ,IJ,atropine sulfate,124,주사,10,mg(0.5mg/mL)
111832COS,OS,atropine sulfate,131,외용,50,mg(10mg/mL)
111833COS,OS,atropine sulfate,131,외용,0.15,g(10mg/mL)
111834BIJ,IJ,atropine sulfate ,124,주사,1,mg(1mg/mL)
111835BIJ,IJ,atropine,124,주사,1.673,mg(2.39mg/mL)
111901ACH,CH,atso,391,내복,0.24,g
111902ACH,CH,atso,391,내복,480,mg
112001ASS,SS,attapulgite,237,내복,40,mg
112002ATB,TB,attapulgite,237,내복,750,mg
112003APD,PD,activated attapulgite,237,내복,3,g
112101ATB,TB,auranofin,114,내복,3,mg
112201ACH,CH,avocado soya unsaponifiables,399,내복,0.3,g
112202ACH,CH,avocado soya unsaponifiables,231,내복,50,mg
112301COS,OS,azapentacene polysulfonate sodium,131,외용,150,㎍
112401ATB,TB,azathioprine,142,내복,50,mg
112402ATB,TB,azathioprine,142,내복,25,mg
112501ATB,TB,azelastine hydrochloride,149,내복,1,mg
112502CLQ,LQ,azelastine HCl,132,외용,10,mg
112503COS,OS,azelastine HCl,131,외용,0.5,mg/ml
112530COS,OS,azelastine hydrochloride,131,외용,2,mg(0.5mg/mL)
112531COS,OS,azelastine hydrochloride,131,외용,2.5,mg(0.5mg/mL)
112532COS,OS,azelastine hydrochloride,131,외용,3,mg(0.5mg/mL)
112533CLQ,LQ,azelastine hydrochloride,132,외용,10,mg(1mg/mL)
112534COS,OS,azelastine hydrochloride,131,외용,5,mg(0.5mg/mL)
112601ATB,TB,azintamide,236,내복,50,mg
112701ACH,CH,azithromycin,618,내복,250,mg
112701ATB,TB,azithromycin,614,내복,0.25,g
112702ASY,SY,azithromycin,618,내복,40,mg
112703COS,OS,azithromycin,131,외용,15,mg
112704COS,OS,azithromycin monohydrate(as azithromycin),131,외용,10,mg
112705ATB,TB,azithromycin,614,내복,0.5,g
112731ASY,SY,azithromycin,614,내복,40,mg(40mg/mL)
112732ASY,SY,azithromycin,614,내복,0.6,g(40mg/mL)
112733ASY,SY,azithromycin,614,내복,0.9,g(40mg/mL)
112734BIJ,IJ,azithromycin hydrate (as azithromycin),614,주사,0.5,g
112801BIJ,IJ,azlocillin sodium,618,주사,1,g
112802BIJ,IJ,azlocillin sodium,618,주사,2,g
112803BIJ,IJ,azlocillin sodium,618,주사,5,g
112901ATB,TB,azosemide,213,내복,60,mg
113001BIJ,IJ,aztreonam,612,주사,1,g
113002BIJ,IJ,aztreonam,612,주사,0.5,g
113101ATB,TB,bacampicillin hydrochloride,618,내복,0.4,g
113102ATB,TB,bacampicillin HCl,618,내복,800,mg
113103ATB,TB,bacampicillin HCl,618,내복,200,mg
113201ACH,CH,bacillus licheniformis,237,내복,0.25,g
113201AGN,GN,bacillus licheniformis,237,내복,250,mg
113201APD,PD,bacillus licheniformis,237,내복,250,mg
113201ATB,TB,bacillus licheniformis,237,내복,0.25,g
113202ACH,CH,bacillus licheniformis,237,내복,0.5,g
113230APD,PD,bacillus licheniformis,237,내복,0.25,g(0.25g/g)
113231AGN,GN,bacillus licheniformis,237,내복,37.5,g(0.25g/g)
113231APD,PD,bacillus licheniformis,237,내복,37.5,g(0.25g/g)
113232AGN,GN,bacillus licheniformis,237,내복,75,g(0.25g/g)
113232APD,PD,bacillus licheniformis,237,내복,75,g(0.25g/g)
113301ACH,CH,bacillus polyfermenticus NSP(bispan),237,내복,16.67,mg
113301ATB,TB,bacillus polyfermenticus NSP(bispan),237,내복,16.67,mg
113302APD,PD,bacillus polyfermenticus NSP(bispan),237,내복,33.3,mg
113303ATB,TB,bacillus polyfermenticus NSP(bispan),237,내복,6.67,mg
113304APD,PD,bacillus polyfermenticus NSP(bispan),237,내복,83.35,mg
113304ATB,TB,bacillus polyfermenticus NSP(bispan),237,내복,83.35,mg
113305ACH,CH,bacillus polyfermenticus NSP(bispan),237,내복,0.1667,g
113401COM,OM,bacitracin,263,외용,500,I.U
113501ATB,TB,baclofen,122,내복,10,mg
113502ATB,TB,baclofen,122,내복,20,mg
113503ATB,TB,baclofen,122,내복,25,mg
113504ATB,TB,baclofen,122,내복,5,mg
113601ATB,TB,bambuterol hydrochloride,229,내복,10,mg
113602ASY,SY,bambuterol hydrochloride,229,내복,1,mg
113630ASY,SY,bambuterol hydrochloride,229,내복,0.5,g(1mg/mL)
113701ATB,TB,bamethan sulfate,217,내복,25,mg
113801ATB,TB,bamiphylline hydrochloride,222,내복,0.3,g
113802ATB,TB,bamiphylline hydrochloride,222,내복,0.6,g
113901ASS,SS,barium sulfate,721,내복,1.1,g
113902ASS,SS,barium sulfate,721,내복,1.2,g
113903ASS,SS,barium sulfate,721,내복,1.3,g
113904ASS,SS,barium sulfate,721,내복,1.4,g
113905ASS,SS,barium sulfate,721,내복,1.5,g
113906ASS,SS,barium sulfate,721,내복,15,mg
113907ASS,SS,barium sulfate,721,내복,1,g
113908ASS,SS,barium sulfate,721,내복,50,mg
113909ASS,SS,barium sulfate,721,내복,700,mg
113910APD,PD,barium sulfate,721,내복,960,mg
113911APD,PD,barium sulfate,721,내복,970,mg
113912APD,PD,barium sulfate,721,내복,984.12,mg
113913ASS,SS,barium sulfate,721,내복,300,mg
113914APD,PD,barium sulfate,721,내복,990,mg
113915ASS,SS,barium sulfate,721,내복,1.8,g
113917ASS,SS,barium sulfate,721,내복,400,mg
113918ASS,SS,barium sulfate,721,내복,1,mg
113930ASS,SS,barium sulfate,721,내복,0.45,g(1mg/mL)
113931ASS,SS,barium sulfate,721,내복,3.75,g(15mg/mL)
113932ASS,SS,barium sulfate,721,내복,6.75,g(15mg/mL)
113933ASS,SS,barium sulfate,721,내복,10,g(50mg/mL)
113934ASS,SS,barium sulfate,721,내복,135,g(0.3g/mL)
113935ASS,SS,barium sulfate,721,내복,260,g(1.3g/mL)
113936ASS,SS,barium sulfate,721,내복,270,g(1.8g/mL)
113937APD,PD,barium sulfate,721,내복,297,g(0.99g/g)
113938APD,PD,barium sulfate,721,내복,334.6008,g(0.98412g/g)
113939ASS,SS,barium sulfate,721,내복,350,g(0.7g/mL)
113940ASS,SS,barium sulfate,721,내복,360,g(1.2g/mL)
113941APD,PD,barium sulfate,721,내복,360,g(0.96g/g)
113942ASS,SS,barium sulfate,721,내복,390,g(1.3g/mL)
113943APD,PD,barium sulfate,721,내복,396,g(0.99g/g)
113944ASS,SS,barium sulfate,721,내복,420,g(1.4g/mL)
113945ASS,SS,barium sulfate,721,내복,540,g(1.8g/mL)
113946APD,PD,barium sulfate,721,내복,970,g(0.97g/g)
113947APD,PD,barium sulfate,721,내복,"3,600",g(0.96g/g)
113948APD,PD,barium sulfate,721,내복,"4,850",g(0.97g/g)
113949APD,PD,barium sulfate,721,내복,"1,188",g(0.99g/g)
114001ACH,CH,barnidipine hydrochloride,214,내복,10,mg
114002ACH,CH,barnidipine hydrochloride,214,내복,15,mg
114003ACH,CH,barnidipine hydrochloride,214,내복,5,mg
114101ATB,TB,basic aluminum sodium carbonate,234,내복,350,mg
114201BIJ,IJ,BCG connaught strain,429,주사,27,mg
114202BIJ,IJ,BCG connaught strain,429,주사,81,mg
114301BIJ,IJ,BCG strain tice,429,주사,12.5,mg
114401CCM,CM,becaplermin,269,외용,0.1,mg
114501ACH,CH,beclomethasone dipropionate,231,내복,50,㎍
114502CSI,SI,beclomethasone dipropionate,245,외용,11.2,mg
114503CSI,SI,beclomethasone dipropionate,245,외용,22.4,mg
114504CCH,CH,beclomethasone dipropionate,132,외용,50,㎍
114505CCM,CM,beclomethasone dipropionate,245,외용,0.25,mg
114506CSI,SI,beclomethasone dipropionate,245,외용,40,mg
114507CSI,SI,beclomethasone dipropionate,132,외용,10,mg
114508CSI,SI,beclomethasone dipropionate,245,외용,12,mg
114509CLQ,LQ,beclomethasone dipropionate,132,외용,20,mg
114509CSI,SI,beclomethasone dipropionate,245,외용,20,mg
114510CSI,SI,beclomethasone dipropionate,245,외용,6,mg
114511ATE,TE,beclomethasone dipropionate,239,내복,5,mg
114512CSI,SI,beclomethasone dipropionate,245,외용,588,㎍
114513CSI,SI,beclomethasone dipropionate     ,245,외용,850,μg
114530CSI,SI,beclomethasone dipropionate,245,외용,6,mg(0.1mg/회)
114531CSI,SI,beclomethasone dipropionate,132,외용,10,mg(50μg/회)
114532CSI,SI,beclomethasone dipropionate,245,외용,12,mg(0.1mg/회)
114533CLQ,LQ,beclomethasone dipropionate,132,외용,20,mg(0.1mg/회)
114533CSI,SI,beclomethasone dipropionate,245,외용,20,mg(0.1mg/회)
114601COS,OS,befunolol HCl,131,외용,10,mg
114602COS,OS,befunolol HCl,131,외용,5,mg
114701ATB,TB,benazepril hydrochloride,214,내복,10,mg
114702ATB,TB,benazepril HCl,214,내복,20,mg
114703ATB,TB,benazepril HCl,214,내복,5,mg
114801BIJ,IJ,bencyclane fumarate,218,주사,50,mg
114901ATB,TB,bendazac lysine dihydrate,131,내복,0.25,g
114902ATB,TB,bendazac lysine dihydrate,131,내복,0.5,g
115001ACH,CH,benexate betadex,232,내복,0.2,g
115101ATB,TB,benidipine hydrochloride,217,내복,2,mg
115102ATB,TB,benidipine hydrochloride,217,내복,4,mg
115103ATB,TB,benidipine hydrochloride,217,내복,8,mg
115104ATB,TB,benidipine hydrochloride,214,내복,6,mg
115201ATB,TB,benorylate,114,내복,750,mg
115301CCM,CM,benoxinate HCl,121,외용,2,mg
115302CLQ,LQ,benoxinate HCl,121,외용,3,mg
115303COS,OS,benoxinate HCl,131,외용,4.5,mg
115330CLQ,LQ,benoxinate hydrochloride,121,외용,0.3,g(3mg/mL)
115331CLQ,LQ,benoxinate hydrochloride,121,외용,1.5,g(3mg/mL)
115332CLQ,LQ,benoxinate hydrochloride,121,외용,30,mg(3mg/mL)
115401ATB,TB,benproperine phosphate,222,내복,26.33,mg
115501ATB,TB,benzathine penicillin G,611,내복,20,만단위
115502BIJ,IJ,benzathine penicillin G,611,주사,"1,200,000",unit
115601ATB,TB,benzburomaron,399,내복,50,mg
115701CLQ,LQ,benzethonium. Cl,231,외용,10,mg
115702CLQ,LQ,benzethonium. Cl,231,외용,0.1,mg
115801ACS,CS,benzonatate,222,내복,0.1,g
115802ACS,CS,benzonatate,222,내복,0.2,g
115901CCM,CM,benzoylperoxide,266,외용,25,mg
115902CCM,CM,benzoylperoxide,266,외용,100,mg
115902CLT,LT,benzoylperoxide,266,외용,100,mg
115903CCM,CM,benzoylperoxide,266,외용,50,mg
115903CLT,LT,benzoylperoxide,266,외용,50,mg
115904CCM,CM,benzoylperoxide,265,외용,140,mg
115904CLT,LT,benzoylperoxide,265,외용,140,mg
115905CCM,CM,benzoylperoxide,265,외용,40,mg
115907CCM,CM,benzoylperoxide,265,외용,70,mg
115907CLT,LT,benzoylperoxide,265,외용,70,mg
115909CCM,CM,benzoylperoxide,265,외용,35,mg
115910CLT,LT,benzoylperoxide,265,외용,135,mg
116001ATB,TB,benztropine mesylate,119,내복,1,mg
116002ATB,TB,benztropine mesylate,119,내복,2,mg
116002BIJ,IJ,benztropine mesylate,124,주사,2,mg
116003BIJ,IJ,benztropine mesylate,119,주사,2,mg(1mg/mL)
116101CLQ,LQ,benzydamine hydrochloride,231,외용,1.5,mg
116101CSI,SI,benzydamine hydrochloride,231,외용,1.5,mg
116102ATB,TB,benzydamine hydrochloride,114,내복,25,mg
116103CSI,SI,benzydamine hydrochloride,231,외용,3,mg
116130CLQ,LQ,benzydamine hydrochloride,231,외용,1.5,mg(1.5mg/mL)
116131CLQ,LQ,benzydamine hydrochloride,231,외용,22.5,mg(1.5mg/mL)
116132CLQ,LQ,benzydamine hydrochloride,231,외용,0.15,g(1.5mg/mL)
116133CLQ,LQ,benzydamine hydrochloride,231,외용,0.18,g(1.5mg/mL)
116134CLQ,LQ,benzydamine hydrochloride,231,외용,1.5,g(1.5mg/mL)
116135CLQ,LQ,benzydamine hydrochloride,231,외용,7.5,g(1.5mg/mL)
116136CLQ,LQ,benzydamine hydrochloride,231,외용,45,g(1.5mg/mL)
116137CLQ,LQ,benzydamine hydrochloride,231,외용,24.75,g(1.5mg/mL)
116138CLQ,LQ,benzydamine hydrochloride,231,외용,15,g(1.5mg/mL)
116139CLQ,LQ,benzydamine hydrochloride,231,외용,9,g(1.5mg/mL)
116201ATB,TB,beraprost sodium,339,내복,20,μg
116202ATB,TB,beraprost sodium,339,내복,40,μg
116301ATB,TB,betahistine mesilate,116,내복,6,mg
116302ATB,TB,betahistine mesilate,116,내복,12,mg
116401ATB,TB,betamethasone,245,내복,0.5,mg
116501ATB,TB,betamethasone sodium phosphate,245,내복,500,㎍
116501COS,OS,betamethasone sodium phosphate,131,외용,0.5,mg
116502BIJ,IJ,betamethasone sodium phosphate,245,주사,4,mg
116530BIJ,IJ,betamethasone sodium phosphate (as betamethasone),245,주사,4,mg(4mg/mL)
116601CLQ,LQ,betamethasone valerate,269,외용,1.105,mg
116630CLQ,LQ,betamethasone valerate,245,외용,33.15,mg(1.105mg/mL)
116631CLQ,LQ,betamethasone valerate,245,외용,82.875,mg(1.105mg/mL)
116632CLQ,LQ,betamethasone valerate,245,외용,0.1326,g(1.105mg/mL)
116633CLQ,LQ,betamethasone valerate,245,외용,0.49725,g(1.105mg/mL)
116634CLQ,LQ,betamethasone valerate,264,외용,0.5525,g(1.105mg/mL)
116635CLQ,LQ,betamethasone valerate,245,외용,55.25,mg(1.105mg/mL)
116701COM,OM,β-sitosterol,263,외용,5,mg
116801ATB,TB,betaxolol hydrochloride,214,내복,10,mg
116802COS,OS,betaxolol HCl,131,외용,2.8,mg
116803ATB,TB,betaxolol hydrochloride,214,내복,20,mg
116804COS,OS,betaxolol HCl,131,외용,5.6,mg
116830COS,OS,betaxolol hydrochloride,131,외용,14,mg(2.8mg/mL)
116831COS,OS,betaxolol hydrochloride,131,외용,28,mg(5.6mg/mL)
116901ATB,TB,bethanechol chloride,123,내복,5,mg
116902ATB,TB,bethanechol chloride,123,내복,25,mg
116903BIJ,IJ,bethanechol chloride,123,주사,5.15,mg
116904ATB,TB,bethanechol chloride,123,내복,10,mg
116930BIJ,IJ,bethanechol chloride,123,주사,5.15,mg(5.15mg/mL)
117001ATB,TB,bevantolol hydrochloride,214,내복,0.1,g
117002ATB,TB,bevantolol hydrochloride,214,내복,50,mg
117003ATB,TB,bevantolol HCl,214,내복,25,mg
117101ATB,TB,bezafibrate,218,내복,0.2,g
117102ATR,TR,bezafibrate,218,내복,0.4,g
117201ATB,TB,bicalutamide,421,내복,50,mg
117202ATB,TB,bicalutamide,421,내복,0.15,g
117301CCM,CM,bifonazole,265,외용,10,mg
117301CLQ,LQ,bifonazole,265,외용,10,mg
117330CCM,CM,bifonazole,265,외용,0.1,g(10mg/g)
117331CCM,CM,bifonazole,265,외용,0.15,g(10mg/g)
117333CCM,CM,bifonazole,265,외용,4.5,g(10mg/g)
117401ACH,CH,biodiasmin-F 100,237,내복,30,mg
117402ATB,TB,biodiasmin-F 100,237,내복,15,mg
117501ATB,TB,biperiden hydrochloride,122,내복,2,mg
117601CCM,CM,biphenyl acetic acid,264,외용,30,mg
117601COM,OM,biphenyl acetic acid,264,외용,30,mg
117701ACH,CH,biphenyl dimethyl dicarboxylate,391,내복,25,mg
117701ATB,TB,biphenyl dimethyl dicarboxylate,391,내복,25,mg
117702ACH,CH,biphenyl dimethyl dicarboxylate,391,내복,7.5,mg
117702ACS,CS,biphenyl dimethyl dicarboxylate,391,내복,7.5,mg
117703ACS,CS,biphenyl dimethyl dicarboxylate,391,내복,3,mg
117801ATB,TB,bisacodyl,238,내복,5,mg
117801ATE,TE,bisacodyl,238,내복,5,mg
117802CSP,SP,bisacodyl,238,외용,10,mg
117901ATB,TB,bisoprolol fumarate,219,내복,10,mg
117902ATB,TB,bisoprolol fumarate,219,내복,5,mg
117903ATB,TB,bisoprolol fumarate,219,내복,2.5,mg
117904ATB,TB,bisoprolol fumarate,219,내복,1.25,mg
118001BIJ,IJ,bleomycin hydrochloride,617,주사,15,mg
118101ASS,SS,boehmite (as aluminum oxide),232,내복,1.212,g
118201ATB,TB,bovine cerebral phospholipid,219,내복,10,mg
118202ACS,CS,bovine cerebral phospholipid,119,내복,50,mg
118301BIJ,IJ,bovine insulin,396,주사,"1,000",단위
118302BIJ,IJ,bovine insulin,396,주사,400,단위
118401COS,OS,brimonidine tartrate,131,외용,2,mg
118402COS,OS,brimonidine tartrate,131,외용,1.5,mg
118403COS,OS,brimonidine tartrate,131,외용,0.6,mg
118404CCM,CM,brimonidine tartrate,269,외용,5,mg
118430COS,OS,brimonidine tartrate,131,외용,0.6,mg(1.5mg/mL)
118431COS,OS,brimonidine tartrate,131,외용,10,mg(2mg/mL)
118432COS,OS,brimonidine tartrate,131,외용,7.5,mg(1.5mg/mL)
118433COS,OS,brimonidine tartrate,131,외용,15,mg(1.5mg/mL)
118434COS,OS,brimonidine tartrate,131,외용,0.45,mg(1.5mg/mL)
118501ATB,TB,bromazepam,117,내복,3,mg
118502ATB,TB,bromazepam,117,내복,1.5,mg
118601ATB,TB,bromhexine hydrochloride,222,내복,8,mg
118602BIJ,IJ,bromhexine HCl,222,주사,4,mg
118603ATB,TB,bromhexine HCl,222,내복,16,mg
118630BIJ,IJ,bromhexine hydrochloride,222,주사,4,mg(2mg/mL)
118701ATB,TB,bromocryptine mesylate (as bromocryptine),399,내복,2.5,mg
118801ACH,CH,bromopride,239,내복,10,mg
118801ATB,TB,bromopride,239,내복,10,mg
118901ATB,TB,bromperidol,117,내복,10,mg
118902BIJ,IJ,bromperidol,117,주사,5,mg
118903ATB,TB,bromperidol,117,내복,1,mg
118904ATB,TB,bromperidol,117,내복,5,mg
119001COM,OM,broparestrol,269,외용,100,mg
119101ATB,TB,brotizolam,112,내복,250,㎍
119201ATB,TB,brovincamin fumarate,219,내복,25.36,mg
119301ATB,TB,buclizine 2HCl,141,내복,25,mg
